htid,year,bib_fmt,stratum,title,description
uc1.31822009409541,1967,BK,book,The basaltic cinder cones and lava flows of the San Francisco Mountain volcanic field / Harold S. Colton,
uiug.30112074022978,1976,BK,book,The basics of practical parenting / Ken Marlin.,
uiug.30112053091143,1942,BK,book,The best of Browning. Edited with notes by William Hudson Rogers.,
uc1.b000736269,1942,BK,book,The best of Browning. Edited with notes by William Hudson Rogers.,
wu.89072961493,1965,BK,book,The big guns of Fayette / by Paul C. Boethel.,
uc1.b4512918,1952,BK,book,The big-game rifle. By Jack O'Connor.,
umn.31951000406847x,1939,BK,book,"The bird, the gun and the dog",
uc1.b4099079,1960,BK,book,The blind colt / Written & illustrated by Glen Rounds.,
umn.31951000888728r,1961,BK,book,The blind colt / written and illustrated by Glen Rounds.,v.1
mdp.39015027559338,1950,BK,book,The blood bay colt / Walter Farley ; illustrated by Milton Menasco.,
uva.x000842984,1950,BK,book,The blood bay colt / Walter Farley ; illustrated by Milton Menasco.,
mdp.39015003627083,1974,BK,book,"The book, the ring, & the poet; a biography of Robert Browning / [by] William Irvine & Park Honan.",
mdp.39015002304676,1957,BK,book,The bow and the lyre: The art of Robert Browning.,
uc1.b3687733,1974,BK,book,The boy who invented the bubble gun; an odyssey of innocence.,
nyp.33333219768872,1960,BK,book,The boy's book of rifles. Illustrated with line drawings by Dick Spencer.,
mdp.39015016819545,1966,BK,book,The bronze world of Frederic Remington / Bruce Wear.,
coo.31924002841470,1963,BK,book,The browning reaction in potato chip production and the role of sulphur dioxide in its control.,
coo.31924003032293,1955,BK,book,The browning reaction in potato chips.,
uc1.c2945621,1961,BK,book,The class characteristics of auto-loading firearms : a systematic study of the 32-caliber automatic / by Duayne Joseph Dillon.,
mdp.39015005295178,1979,BK,book,The collected writings of Frederic Remington / edited by Peggy and Harold Samuels ; illustrated by Frederic Remington.,
mdp.39015008607585,1973,BK,book,The company state; Ralph Nader's study group report on DuPont in Delaware / by James Phelan & Robert Pozen.,
uc1.b4438177,1973,BK,book,The company state; Ralph Nader's study group report on DuPont in Delaware / by James Phelan & Robert Pozen.,
nyp.33433006950053,1954,BK,book,The complete book of guns.,
uc1.31158002210697,1937,BK,book,"The complete poetical works of Robert Browning; new ed.; with additional poems, first pub. in 1914.",
mdp.39015008352075,1968,BK,book,The convex glass; the mind of Robert Browning / by Norton B. Crowell.,
uva.x004105148,1979,BK,book,The correspondence of Jefferson and Du Pont de Nemours / with and introd. on Jefferson and the Physiocrats by Gilbert Chinard.,
inu.30000128172107,1977,BK,book,The critical reception of Browning's The ring and the book : 1869-1889 and 1951-1968 / by Ezzat Abdulmajeed Khattab.,
uva.x001496251,1961,BK,book,"The cup, the blade, or the gun.",
mdp.39015014106242,1967,BK,book,"The day is dark, and Three travelers; two novellas / Translated from the French by Derek Coltman.",
uc1.$b703662,1967,BK,book,"The day is dark, and Three travelers; two novellas / Translated from the French by Derek Coltman.",
uc1.b3790624,1967,BK,book,"The day is dark, and Three travelers; two novellas / Translated from the French by Derek Coltman.",
mdp.39015019985376,1960,BK,book,The day of the Americans / by Nerin E. Gun.,
coo.31924004999607,1968,BK,book,"The design of a data processing system for inventory control at Universal Instruments, by Philip Winchester Jaeger [and] Charles Ernest Nigro.",
mdp.39015000536717,1968,BK,book,The dialectical temper; the rhetorical art of Robert Browning / [by] W. David Shaw.,
cub.p103300414006,1933,BK,book,The diary of Orville Hickman Browning / edited with introduction and notes by Theodore Calvin Pease ... James G. Randall.,
yul.11863191_001_00,1933,BK,book,The diary of Orville Hickman Browning edited with introduction and notes by Theodore Calvin Pease ... James G. Randall.,1
yul.11863191_002_00,1933,BK,book,The diary of Orville Hickman Browning edited with introduction and notes by Theodore Calvin Pease ... James G. Randall.,2
cub.p101280407005,1955,BK,book,The drafting of partnership agreements : (revised to March 1955) / by John E. Mulder and Marlin M. Volz. Tax material by Donald McDonald.,
wu.89062879135,1979,BK,book,The du Pont family / John D. Gates.,
uva.x000151427,1979,BK,book,The du Pont family / John D. Gates.,
uc1.b3898176,1979,BK,book,The du Pont family / John D. Gates.,
wu.89062879333,1976,BK,book,The du Ponts : portrait of a dynasty / Marc Duke.,
uva.x000618142,1976,BK,book,The du Ponts : portrait of a dynasty / Marc Duke.,
mdp.39015010214818,1976,BK,book,The du Ponts : portrait of a dynasty / Marc Duke.,
uc1.$b242177,1964,BK,book,The du Ponts of Delaware.,
mdp.39015005269249,1962,BK,book,The du Ponts: from gunpowder to nylon / Translated by Edward B. Garside. With photos. by Dixie Reynolds.,
uc1.b4438176,1962,BK,book,The du Ponts: from gunpowder to nylon / Translated by Edward B. Garside. With photos. by Dixie Reynolds.,
mdp.39015000260466,1972,BK,book,The dying patient: a nursing perspective / Compiled by Mary H. Browning and Edith P. Lewis.,
mdp.39015003777136,1972,BK,book,The dying patient: a nursing perspective / Compiled by Mary H. Browning and Edith P. Lewis.,
uc1.b4697946,1966,BK,book,The early literary career of Robert Browning; four lectures by Thomas R. Lounsbury.,
uiug.30112072457275,1949,BK,book,The effect of grain size on the mechanical properties of precision cast cartridge brass.,
coo.31924003461336,1944,BK,book,"The effect of high temperature and various chemical agents upon the heat stability, browning and apparent change in lactose concentration of whole and evaporated milk.",
uc1.c2933501,1958,BK,book,The effects of brain damage on respnoses on four perceptual tests / by Emily Browning Philbrick.,
uiug.30112124640910,1973,BK,book,"The effects of waste discharges from Radford Army Ammunition Plant on the biota of the New River, Virginia. Directed by John Cairns, Jr., and Kenneth L. Dickson.",
mdp.39015009298111,1963,BK,book,The faith of Robert Browning.,
wu.89058510603,1979,BK,book,"The fighting guns : cockpit record of a naval pilot from Pearl Harbor through Midway / by Clarence E. Dickinson, in collaboration with Boyden Sparkes.",
mdp.39015005259794,1978,BK,book,"The final solution and the German Foreign Office : a study of Referat D III of Abteilung Deutschland, 1940- / by Christopher R. Browning.",
umn.319510009326753,1945,BK,book,The first model Maxin automatic machine gun.,
mdp.39015005725596,1978,BK,book,The flamboyant Mr. Colt and his deadly six-shooter / Bern Keating.,
inu.32000002140855,1942,BK,book,"The flying guns; cockpit record of a naval pilot from Pearl harbor through Midway, by Lieut. Clarence E. Dickinson (U.S.N.) in collaboration with Boyden Sparkes.",
uc1.b4580521,1968,BK,book,"The focusing artifice; the poetry of Robert Browning [by] Roma A. King, Jr.",
mdp.39015002357583,1968,BK,book,"The focusing artifice; the poetry of Robert Browning [by] Roma A. King, Jr.",
wu.89081598450,1979,BK,book,The fun of raising a colt Frank B. Griffith and Rubye Mae Griffith.,
mdp.39015035848475,1968,BK,book,The gardens of Winterthur in all seasons / Photos. by Gottlieb and Hilda Hampfler. Foreword by Henry Francis du Pont. A history of the gardens by C. Gordon Tyrrell.,
mdp.39015011873836,1971,BK,book,The general of the dead army; a novel / Translated by Derek Coltman from the French.,
uva.x000609693,1978,BK,book,"The golden age of American illustration : F. R. Gruger and his circle / by Bennard B. Perlman ; introd. by F. R. Gruger, Jr.",
wu.89092951698,1953,BK,book,The good luck colt / by Genevieve Torrey Eames ; illustrated by Paul Brown.,
pst.000029664528,1971,BK,book,The great guns / by Harold L. Peterson and Robert Elman ; special photography by J. Barry O'Rourke.,
uc1.b4097900,1956,BK,book,The great world and Timothy Colt.,
uc1.b3710947,1956,BK,book,The great world and Timothy Colt.,
mdp.39015003472407,1956,BK,book,The great world and Timothy Colt.,
pur1.32754001359128,1977,BK,book,The grotesque in the poetry of Robert Browning / by Lily Bess Campbell.,
chi.24788976,1967,BK,book,"The gun and its development, by W. W. Greener.",c.1
uc1.32106014946948,1977,BK,book,The gun and the olive branch : the roots of violence in the Middle East / David Hirst.,
cub.p104102008014,1955,BK,book,The gun collector's handbook of values.,
nyp.33433045562075,1963,BK,book,The gun collector's handbook of values.,
mdp.39015000027584,1962,BK,book,The guns of August / Barbara W. Tuchman.,
mdp.39015005055259,1962,BK,book,The guns of August / Barbara W. Tuchman.,
mdp.39015000525934,1962,BK,book,The guns of August.,
mdp.39015036903246,1962,BK,book,The guns of August.,
mdp.39015015195384,1962,BK,book,The guns of August.,
pst.000027555163,1962,BK,book,The guns of August.,
mdp.39015008727912,1972,BK,book,The guns of Avalon / Roger Zelazny.,
uc1.b2857453,1971,BK,book,The guns of Carrar. Translated by George Tabori.,
osu.32435064814734,1956,BK,book,The guns of Fort Petticoat : a Gold Medal original / by C. William Harrison ; cover painting by Frank McCarthy.,
uva.x004925162,1958,BK,book,The guns of Gettysburg.,
uva.x000672430,1968,BK,book,"The guns of Harpers Ferry, by Stuart E. Brown Jr.",
uc1.b4385410,1978,BK,book,"The guns of Lattimer : the true story of a massacre and a trial, August 1897-March 1898 / by Michael Novak.",
wu.89058503418,1978,BK,book,"The guns of Lattimer : the true story of a massacre and a trial, August 1897-March 1898 / by Michael Novak.",
uc1.b4095529,1957,BK,book,The guns of Navarone.,
mdp.39015010396730,1957,BK,book,The guns of Navarone.,
uiug.30112050048310,1959,BK,book,The gunsmith / by Henry J. Kauffman.,
mdp.39015042006760,1973,BK,book,The harpoon gun / Translated by Barbara Bray.,
osu.32435010346062,1932,BK,book,The history of Cherokee County / by Rev. Lloyd G. Marlin.,
umn.319510014496149,1972,BK,book,"The horse, the gun and the piece of property : changing images of the TV western.",
uc1.b3566858,1975,BK,book,"The horse, the gun, and the piece of property : changing images of the TV Western / by Ralph Brauer, with Donna Brauer.",
mdp.39015027747909,1976,BK,book,The how and why of third world missions : an Asian case study / Marlin L. Nelson.,
chi.18377674,1970,BK,book,"The hunter's world, by Charles F. Waterman. Photographers: Erwin A. Bauer and others. Photography compiled and edited by Bill Browning.",c.1
uva.x000984924,1961,BK,book,The hunting gun.,
iau.31858025171715,1961,BK,book,The hunting gun.,
umn.31951000786471j,1948,BK,book,"The hunting rifle ; design, selection, ballistics, marksmanship.",
hvd.32044038180352,1962,BK,book,The identification of firearms and forensic ballistics / Sir Gerald Burrard.,
uc1.$b19783,1935,BK,book,"The identification of firearms from ammunition fired therein, with an analysis of legal authorities, by Jack Disbrow Gunther ... and Charles O. Gunther ...",
mdp.49015003045813,1980,BK,book,The illustrated encyclopedia of pistols & revolvers : an illustrated history of hand guns from the sixteenth century to the present day / by Frederick Myatt.,
mdp.39076006107994,1970,BK,book,"The illustrations of Frederic Remington / with a commentary by Owen Wister. Edited with a concise biography and an account of Remington's work and career, by Marta Jackson.",
mdp.39015002833039,1950,BK,book,"The immortal lovers / Elizabeth Barrett and Robert Browning, a biography.",
uc1.b3578902,1950,BK,book,"The immortal lovers / Elizabeth Barrett and Robert Browning, a biography.",
uc1.b5378714,1950,BK,book,The immortal lovers: Elizabeth Barrett & Robert Browning; a biography.,
uc1.b000678277,1969,BK,book,The immortality of the soul in the poems of Tennyson and Browning.,
txu.059173024038603,1966,BK,book,The importance of population factors in the current development of Latin America / Harley L. Browning.,
uc1.c2862341,1962,BK,book,The infrared spectra of NF₂ ; The microwave spectrum of CH₃SF₅ ; The microwave spectra of free radicals / by Marlin Dale Harmony.,
mdp.39015005374726,1978,BK,book,The international relations of Eastern Europe : a guide to information sources / Robin Alison Remington.,
uc1.b4474997,1948,BK,book,"The inverted mountains: canyons of the West. Contributors, Weldon F. Heald, Edwin D. McKee [and] Harold S. Colton.",
mdp.39015010341249,1948,BK,book,"The inverted mountains: canyons of the West. Contributors, Weldon F. Heald, Edwin D. McKee [and] Harold S. Colton.",
uc1.c077821373,1947,BK,book,"The ladies' Browning circle meets, a comedy in one act for twelve women, by Enid Crawford Pierce ...",
mdp.39076000859384,1978,BK,book,"The law and public school operation / LeRoy J. Peterson, Richard A. Rossmiller, Marlin M. Volz.",
mdp.39015008939814,1969,BK,book,"The law and public school operation / [by] LeRoy J. Peterson, Richard A. Rossmiller [and] Marlin M. Volz.",
uc1.b4279475,1969,BK,book,"The law and public school operation / [by] LeRoy J. Peterson, Richard A. Rossmiller [and] Marlin M. Volz.",
uc1.b3553521,1975,BK,book,"The letters of Robert Browning to Frederick and Nina Lehmann, 1863-1889 / edited with introd. and notes by Boyd Litzinger",
uc1.$b557714,1954,BK,book,The life and times of General Two-Gun Cohen.,
uc1.b4937892,1966,BK,book,"The life of Robert Browning, with notices of his writings,",
mdp.39015009107643,1966,BK,book,"The life of Robert Browning, with notices of his writings,",
uva.x000303383,1938,BK,book,The long rifle,
mdp.39015065801956,1932,BK,book,The long rifle ...,
inu.39000002211469,1980,BK,book,The long rifle / by Robert Lagemann and Albert C. Manucy ; with drawings by Daniel D. Feaser.,
mdp.39015030857976,1932,BK,book,The long rifle.,
uc1.b3727419,1932,BK,book,The long rifle.,
