htid,year,stratum,title,reason
mdp.39076002198575,1957,book,King Oberon's forest / by Hilda van Stockum ; illustrated by Brigid Marlin.,book: brand name with no gun context (poet/painter/place/horse)
osu.32435070718366,1955,book,Knock 'em dead / Jack Karney. Point of no escape / Mel Colton.,book: no firearm word or gun-context brand in title
mdp.39015012077346,1971,book,"LTA's - their teachers, their training; proceedings of the Council on Library Technology (COLT) Central Regional Workshop, held February 5 and 6, 1971 / Edited by Richard L. Taylor.",book: brand name with no gun context (poet/painter/place/horse)
uva.x001030437,1978,book,Landscaping with native plants in the Middle-Atlantic region / Elizabeth N. Dupont ; technical ill. by Stephen Kuter ; native plant drawings by Jane H. Scott ; photography by Susan Andreen ; [edited and designed by Wick Williams].,book: no firearm word or gun-context brand in title
uva.x000680645,1966,book,Later writings / by Karl Rahner ; translated by Karl-H. Kruger.,book: no firearm word or gun-context brand in title
uc1.c2932971,1958,book,Law and feud in an aboriginal society of North Australia / by Arnold Remington Pilling.,book: brand name with no gun context (poet/painter/place/horse)
wu.89038844080,1973,book,Lectures on electrochemical corrosion [by] Marcel Pourbaix. Translated by J. A. S. Green. Translation edited by Roger W. Staehle. With a foreword by Jerome Kruger.,book: no firearm word or gun-context brand in title
uc1.c2946022,1961,book,Leisure and social structure / by Waltraut Marga Feindt Browning.,book: brand name with no gun context (poet/painter/place/horse)
mdp.39015032392899,1936,book,"Letters from Owen Meredith (Robert, first earl of Lytton) to Robert and Elizabeth Barrett Browning / edited by Aurelia Brooks Harlan and J. Lee Harlan, Jr. Being Baylor university's Browning interests, series ten.",book: brand name with no gun context (poet/painter/place/horse)
uc1.b3548133,1936,book,"Letters from Owen Meredith (Robert, first earl of Lytton) to Robert and Elizabeth Barrett Browning / edited by Aurelia Brooks Harlan and J. Lee Harlan, Jr. Being Baylor university's Browning interests, series ten.",book: brand name with no gun context (poet/painter/place/horse)
mdp.39015031242137,1937,book,"Letters from Owen Meredith (Robert, first earl of Lytton) to Robert and Elizabeth Barrett Browning / edited by Aurelia Brooks Harlan and J. Lee Harlan, jr.",book: brand name with no gun context (poet/painter/place/horse)
uc1.$b683256,1933,book,"Letters of Robert Browning, collected by Thomas J. Wise, edited with an introduction and notes by Thurman L. Hood.",book: brand name with no gun context (poet/painter/place/horse)
mdp.39015002672502,1933,book,"Letters of Robert Browning, collected by Thomas J. Wise, edited with an introduction and notes by Thurman L. Hood.",book: brand name with no gun context (poet/painter/place/horse)
uc1.$b90,1966,book,"Léon Blum, humanist in politics [by] Joel Colton.",book: no firearm word or gun-context brand in title
mdp.39015046376961,1966,book,"Léon Blum, humanist in politics [by] Joel Colton.",book: no firearm word or gun-context brand in title
mdp.39015010831306,1966,book,"Léon Blum, humanist in politics [by] Joel Colton.",book: no firearm word or gun-context brand in title
wu.89066029026,1969,book,"Lineage of Chovine Richardson Clark, Manning, South Carolina. On father's side: Clark, DuPont, Guerry, Graves, Kimmel, Long, Perdriau, Phillips. On mother's side: Benbow, Billups, Humphrey, Richardson. By Chovine R. Clark.",book: no firearm word or gun-context brand in title
coo.31924002810178,1963,book,Living flowers that last : A National symposium / By A. F. DeWerth [and others] Edited by Marlin N. Rogers.,book: brand name with no gun context (poet/painter/place/horse)
mdp.39076002202179,1961,book,Lonesome little colt / by C.W. Anderson.,book: brand name with no gun context (poet/painter/place/horse)
uc1.32106002179056,1974,book,Lookout cartridge.,book: no firearm word or gun-context brand in title
inu.30000007063427,1946,book,"Love poems of Elizabeth Barrett Browning and Robert Browning; selected, and with a foreword, by Louis Untermeyer.",book: brand name with no gun context (poet/painter/place/horse)
mdp.39015002335092,1973,book,Malevil / Translated from the French by Derek Coltman.,book: no firearm word or gun-context brand in title
uc1.b3997309,1966,book,Man and international relations; contributions of the social sciences to the study of conflict and integration [compiled by] J. K. Zawodny. With the editorial assistance of Aina Z. B. Kruger. Foreword by Ernest R. Hilgard.,book: no firearm word or gun-context brand in title
uc1.b3989187,1966,book,Man and international relations; contributions of the social sciences to the study of conflict and integration [compiled by] J. K. Zawodny. With the editorial assistance of Aina Z. B. Kruger. Foreword by Ernest R. Hilgard.,book: no firearm word or gun-context brand in title
mdp.39015008867098,1966,book,Man and international relations; contributions of the social sciences to the study of conflict and integration [compiled by] J. K. Zawodny. With the editorial assistance of Aina Z. B. Kruger. Foreword by Ernest R. Hilgard.,book: no firearm word or gun-context brand in title
mdp.39015008867080,1966,book,Man and international relations; contributions of the social sciences to the study of conflict and integration [compiled by] J. K. Zawodny. With the editorial assistance of Aina Z. B. Kruger. Foreword by Ernest R. Hilgard.,book: no firearm word or gun-context brand in title
uva.x000221468,1963,book,Man in the church / by Karl Rahner ; translated by Karl-H. Kruger.,book: no firearm word or gun-context brand in title
uva.x000386211,1963,book,Man in the church / by Karl Rahner ; translated by Karl-H. Kruger.,book: no firearm word or gun-context brand in title
uc1.b4151983,1970,book,"Marine mammals, by Earl L. Packard, Remington Kellogg, and Ernst Huber.",book: brand name with no gun context (poet/painter/place/horse)
mdp.39015029155101,1942,book,Marling hall / by Angela Thirkell.,book: no firearm word or gun-context brand in title
mdp.39015048141652,1980,book,"Mary Colter, builder upon the red earth / by Virginia L. Grattan.",book: no firearm word or gun-context brand in title
uc1.31822010267383,1980,book,"Mary Colter, builder upon the red earth / by Virginia L. Grattan.",book: no firearm word or gun-context brand in title
uc1.b2500973,1980,book,"Mary Colter, builder upon the red earth / by Virginia L. Grattan.",book: no firearm word or gun-context brand in title
mdp.39015000786171,1973,book,Maternal and newborn care: nursing interventions / Compiled by Mary H. Browning and Edith P. Lewis. -,book: brand name with no gun context (poet/painter/place/horse)
mdp.39015017344451,1944,book,Mathematics for exterior ballistics.,book: no firearm word or gun-context brand in title
wu.89067680652,1944,book,Mathematics for exterior ballistics.,book: no firearm word or gun-context brand in title
uiug.30112101469994,1954,book,Meet the parakeet; preface by R. Marlin Perkins.,book: brand name with no gun context (poet/painter/place/horse)
cub.u183001047990,1954,book,Meeting at night : high / by Norman Dello Joio ; poem by Robert Browning.,book: brand name with no gun context (poet/painter/place/horse)
mdp.39076006030519,1964,book,"Memory: a contribution to experimental psychology / Translated by Henry A. Ruger and Clara E. Bussenius, and with a new introd. by Ernest R. Hilgard.",book: brand name with no gun context (poet/painter/place/horse)
uc1.31822013485602,1973,book,"Men in a developing society : geographic and social mobility in Monterrey, Mexico / Jorge Balán, Harley L. Browning, Elizabeth Jelin ; with the assistance of Waltraut Feindt.",book: brand name with no gun context (poet/painter/place/horse)
uc1.31158000331131,1972,book,Mental retardation and the future / edited by Kevin B. McGovern and Philip L. Browning.,book: brand name with no gun context (poet/painter/place/horse)
uc1.31175000624752,1962,book,Methods in exterior ballistics / by Forest Ray Moulton.,book: no firearm word or gun-context brand in title
mdp.39015069112095,1967,book,Methods of wood chemistry / B. L. Browning.,book: brand name with no gun context (poet/painter/place/horse)
umn.31951000339213c,1967,book,Methods of wood chemistry / B. L. Browning.,book: brand name with no gun context (poet/painter/place/horse)
umn.31951000339214a,1967,book,Methods of wood chemistry / B. L. Browning.,book: brand name with no gun context (poet/painter/place/horse)
uc1.b2887236,1967,book,Methods of wood chemistry / B. L. Browning.,book: brand name with no gun context (poet/painter/place/horse)
uiug.30112106908624,1932,book,Mexican tailless amphibians in the United States National Museum / by Remington Kellogg.,book: brand name with no gun context (poet/painter/place/horse)
coo.31924030397008,1946,book,"Modern economics, its principles and practices, by Justin H. Moore, William H. Steiner, Herbert Arkin [and] Raymond R. Colton.",book: no firearm word or gun-context brand in title
mdp.39015014183738,1939,book,More homage to Browning / illustrated by Enrique Ramírez.,book: brand name with no gun context (poet/painter/place/horse)
uc1.b3553553,1939,book,More homage to Browning / illustrated by Enrique Ramírez.,book: brand name with no gun context (poet/painter/place/horse)
uva.x030796535,1947,book,Mountain pony and the pinto colt;,book: brand name with no gun context (poet/painter/place/horse)
mdp.39015028556010,1972,book,My dear Wister: the Frederic Remington-Owen Wister letters / By Ben Merchant Vorpahl. With a foreword by Wallace Stegner. -,book: brand name with no gun context (poet/painter/place/horse)
uc1.b4374180,1972,book,My dear Wister: the Frederic Remington-Owen Wister letters / By Ben Merchant Vorpahl. With a foreword by Wallace Stegner. -,book: brand name with no gun context (poet/painter/place/horse)
mdp.49015002398437,1955,book,Myths every child should know / Illus. by Colleen Browning.,book: brand name with no gun context (poet/painter/place/horse)
mdp.39015006391273,1968,book,Narrow angle electron guns and cathode ray tubes.,book: gun word is physics or a personal name
uva.x001401444,1968,book,Narrow angle electron guns and cathode ray tubes.,book: gun word is physics or a personal name
uc1.b4445892,1970,book,Nathaniel Hawthorne; an approach to an analysis of artistic creation. Translated from the French by Derek Coltman.,book: no firearm word or gun-context brand in title
mdp.39015002229147,1970,book,Nathaniel Hawthorne; an approach to an analysis of artistic creation. Translated from the French by Derek Coltman.,book: no firearm word or gun-context brand in title
